Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm29,0.035,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,4.361,0,151.8454
Farm29,0.087,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,10.8402,0,151.8454
Farm29,0.813,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.067,0.067,0.0328,0.0328,101.2998,0,151.8454
Farm29,0.117,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,3971.43,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,0,0.068,0.068,0.0332,0.0332,14.5782,0,152.2276
Farm30,0.765,2025,2020,DryPeas,Reduced,0.245,0.49,0.162,0.103,0.0704,0.0304,0.0225,0.0225,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,556.39,165.22,147.87,61.46,108.79,119.11,57.96,80.42,147.38,207.73,327.09,335.42,3.2234,2.1885,7.9804,40.9308,83.5012,82.9187,111.595,105.3562,68.9753,27.8914,7.6658,3.8291,-0.3268,-0.4841,0.1455,5.2213,10.8216,12.407,15.6329,15.4829,14.8537,7.5858,2.78,0.8842,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-2557.6104,7.4528,7.4528,1.0249,1.0249,95.319,0,11816.9169
Farm30,0.765,2025,2020,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,908,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,556.39,165.22,147.87,61.46,108.79,119.11,57.96,80.42,147.38,207.73,327.09,335.42,3.2234,2.1885,7.9804,40.9308,83.5012,82.9187,111.595,105.3562,68.9753,27.8914,7.6658,3.8291,-0.3268,-0.4841,0.1455,5.2213,10.8216,12.407,15.6329,15.4829,14.8537,7.5858,2.78,0.8842,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.2286,0.2286,0.0361,0.0361,95.319,0,196.8631
Farm31,1.31,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,8844,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.1825,0.1825,0.0398,0.0398,163.226,0,185.2879
Farm32,0.019,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,226.796,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,245.07,117.53,106.45,95.37,78.27,69.05,22.77,99.83,72.7,231.19,206.39,213.38,10.0548,19.4276,38.4257,60.1263,87.2473,99.9078,145.4623,102.0884,68.5906,32.7732,14.1657,11.952,4.1829,5.7748,6.9984,8.738,12.0077,14.305,19.0797,17.741,14.789,9.6526,6.105,5.8148,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0993,0.0993,0.0358,0.0358,2.3674,0,161.4823
Farm32,0.252,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,2020.32,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,245.07,117.53,106.45,95.37,78.27,69.05,22.77,99.83,72.7,231.19,206.39,213.38,10.0548,19.4276,38.4257,60.1263,87.2473,99.9078,145.4623,102.0884,68.5906,32.7732,14.1657,11.952,4.1829,5.7748,6.9984,8.738,12.0077,14.305,19.0797,17.741,14.789,9.6526,6.105,5.8148,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.102,0.102,0.0366,0.0366,31.3992,0,162.4378
Farm33,1.088,2025,2024,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,600,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.3000002,250,0.1,0.18,35,-3731.8428,6.6373,6.6373,1.2786,1.2786,135.5648,0,15969.0643
Farm33,0.075,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,73.48,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,245.07,117.53,106.45,95.37,78.27,69.05,22.77,99.83,72.7,231.19,206.39,213.38,10.0548,19.4276,38.4257,60.1263,87.2473,99.9078,145.4623,102.0884,68.5906,32.7732,14.1657,11.952,4.1829,5.7748,6.9984,8.738,12.0077,14.305,19.0797,17.741,14.789,9.6526,6.105,5.8148,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0991,0.0991,0.0357,0.0357,9.345,0,161.4004
Farm34,3.73,2025,2024,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-3760.8684,2.328,2.328,1.0365,1.0365,464.758,0,14832.9593
Farm34,13.541,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0564,0.0564,0.0307,0.0307,1687.2086,0,148.3783
Farm34,13.541,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,120,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-1132.3804,0.8502,0.8502,0.3822,0.3822,1687.2086,0,4613.106667
Farm35,0.505,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,26936,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.2299,0.2299,0.1075,0.1075,62.923,0,216.7102
Farm36,0.277,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,1,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,139.78,115.8,85.98,134.65,34.21,34.89,32.75,30.93,58.19,110.82,143.55,212.84,12.1512,11.9605,32.5445,47.363,111.9972,115.9949,139.223,112.3194,73.1169,41.1833,18.9606,13.4075,4.9029,3.6493,4.9455,6.7853,13.1335,13.6173,15.9848,17.0461,13.7487,10.3458,6.5787,6.4619,BritishColumbia,LuvicGleysol,Brown,1,Fine,5.1999998,270,0.14,0.26,74.000001,0,0.0259,0.0259,0.0219,0.0219,34.5142,0,137.6494
Farm36,0.277,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,25,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,139.78,115.8,85.98,134.65,34.21,34.89,32.75,30.93,58.19,110.82,143.55,212.84,12.1512,11.9605,32.5445,47.363,111.9972,115.9949,139.223,112.3194,73.1169,41.1833,18.9606,13.4075,4.9029,3.6493,4.9455,6.7853,13.1335,13.6173,15.9848,17.0461,13.7487,10.3458,6.5787,6.4619,BritishColumbia,LuvicGleysol,Brown,1,Fine,5.1999998,270,0.14,0.26,74.000001,0,0.0259,0.0259,0.0219,0.0219,34.5142,0,137.6494
Farm37,0.55,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,680.388,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0307,0.0307,0.0252,0.0252,68.53,0,139.8607
Farm37,2.218,2025,2022,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,22.6796,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0304,0.0304,0.025,0.025,276.3628,0,139.7242
Farm37,2.218,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,2913.3092,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0317,0.0317,0.0258,0.0258,276.3628,0,140.2975
Farm37,2.576,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,453.592,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0306,0.0306,0.0251,0.0251,320.9696,0,139.8061
Farm37,2.506,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,13.60776,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0304,0.0304,0.025,0.025,312.2476,0,139.7242
Farm37,4.864,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,45.3592,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,0,0.0304,0.0304,0.025,0.025,606.0544,0,139.7242
Farm37,0.327,2025,2022,Mustard,Reduced,0.842,0,0.096,0.062,0.015,0,0.02,0.02,0,5,0.45,4.53592,CashCrop,0,0,No,RainFed,0,0.65,65,100,100,2,No,0,1.78,0.23,Custom,180.64,82.83,110.11,132.8,99.44,83.55,31.16,15.65,10.38,103.88,130.62,194.19,11.524,15.473,34.8761,46.4935,69.5239,96.9368,130.2284,122.9584,83.721,51.8261,14.6075,7.1255,4.1771,4.18,6.2416,6.1207,9.1055,13.1773,16.4423,17.8729,14.9063,12.2413,4.4343,2.3942,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,5.3000002,20,0.75,0.09,23,-934.7901,0.1759,0.1759,0.1121,0.1121,40.7442,0,3630.7877
Farm38,3.916,2025,2022,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,931700,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,284.15,113.87,181.73,183.62,182.58,122.59,45.15,30.03,25.51,159.29,161.07,282.72,2.7508,4.0598,14.6639,27.3726,54.9976,88.7844,126.1289,119.9943,79.7894,47.9274,3.306,1.4211,-0.0213,-0.6364,2.2497,3.4883,7.4755,13.1317,17.7619,18.9797,14.675,11.2881,-0.2497,-3.3394,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,4188.5518,5.221,5.221,1.7137,1.7137,487.9336,0,-13340.25017
Farm39,0.111,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3.52,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,37.72,51.9,49.95,71.5,95.74,67.53,21.65,85.57,38.73,26.39,77.83,87.95,0,0,0,18.4471,96.3891,108.7591,140.5107,110.8479,63.4298,26.6162,0.289,0.1498,-8.59,-8.74,-7.2448,0.5077,12.1997,14.422,17.7929,17.2445,11.1467,4.531,-3.6437,-5.5435,BritishColumbia,GrayLuvisol,Brown,1.1,Medium,6.0999999,150,0.1,0.35,20,0,0.0302,0.0302,0.0248,0.0248,13.8306,0,139.615
Farm40,0.398,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,272.1552,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,124.04,89.33,54.78,129.14,36.15,31.3,45.04,49.65,55.37,106.96,118.4,170.94,7.0319,5.753,23.5138,40.2183,119.1621,128.6416,139.7189,112.8724,70.2771,38.1862,12.1656,8.643,2.8348,1.1832,3.5358,5.845,14.7484,15.6837,18.6532,18.4794,13.7997,9.7326,4.5737,4.31,BritishColumbia,HumoFerricPodzol,Brown,1.5,Fine,4.9000001,50,0.33,0.2,85,0,0.0292,0.0292,0.0226,0.0226,49.5908,0,138.7414
Farm40,0.277,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,567.4064467,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,124.04,89.33,54.78,129.14,36.15,31.3,45.04,49.65,55.37,106.96,118.4,170.94,7.0319,5.753,23.5138,40.2183,119.1621,128.6416,139.7189,112.8724,70.2771,38.1862,12.1656,8.643,2.8348,1.1832,3.5358,5.845,14.7484,15.6837,18.6532,18.4794,13.7997,9.7326,4.5737,4.31,BritishColumbia,HumoFerricPodzol,Brown,1.5,Fine,4.9000001,50,0.33,0.2,85,0,0.0294,0.0294,0.0227,0.0227,34.5142,0,138.8233
Farm41,2.612,2025,2022,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,76.59,34.02,56.15,52.09,88.95,117,40.89,27.15,29.85,45.49,68.15,84.24,0.0979,0,0.5982,10.8488,41.5061,83.5977,136.6238,117.9814,70.7336,39.3139,0,0,-9.4261,-8.7196,-3.4023,-0.4843,5.5974,11.376,17.5439,18.0094,12.6393,7.3697,-9.64,-13.2535,BritishColumbia,HumoFerricPodzol,Brown,0.2,Medium,4.3000002,30,-0.09,-0.09,502.000008,-0.0175,0.0325,0.0325,0.0289,0.0289,325.4552,0,141.4263667
Farm42,0.013935469,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,20.41164,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,245.07,117.53,106.45,95.37,78.27,69.05,22.77,99.83,72.7,231.19,206.39,213.38,10.0548,19.4276,38.4257,60.1263,87.2473,99.9078,145.4623,102.0884,68.5906,32.7732,14.1657,11.952,4.1829,5.7748,6.9984,8.738,12.0077,14.305,19.0797,17.741,14.789,9.6526,6.105,5.8148,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.099,0.099,0.0357,0.0357,1.7364,0,161.3760107
Farm43,0.254,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,14.4,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,81.44,62.2,48.06,73.52,31.49,28.86,25.64,31,39.62,100.84,92.71,134.1,11.399,11.58,33.7504,50.384,121.1063,126.733,151.5691,119.4387,77.7653,42.9462,18.8609,12.6089,4.5945,3.4493,5.1784,7.4123,15.2823,16.2653,19.18,19.5152,15.5283,10.8732,6.4883,5.9571,BritishColumbia,DystricBrunisol,Brown,1.2,Fine,4.8000002,80,0.78,0.06,68.000002,0,0.0228,0.0228,0.0189,0.0189,31.6484,0,135.9841
Farm44,2.246,2025,2023,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,122.37,147.9,90.11,126.51,45.87,44.76,18.23,49.56,67.53,104.63,170.72,219.72,8.2956,8.9645,30.5083,44.8089,109.4819,118.4887,139.2413,112.9897,70.6747,39.7995,14.493,10.0447,3.3248,2.42,4.8235,7.5847,14.9445,15.2387,18.1803,18.8345,14.886,10.7071,5.5157,5.1926,BritishColumbia,HumoFerricPodzol,Brown,0.25,Medium,3.2,100,-0.09,-0.09,580,-1727.0501,0.2689,0.2689,0.1477,0.1477,279.8516,0,6570.848833
Farm44,2.246,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,378.56,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,122.37,147.9,90.11,126.51,45.87,44.76,18.23,49.56,67.53,104.63,170.72,219.72,8.2956,8.9645,30.5083,44.8089,109.4819,118.4887,139.2413,112.9897,70.6747,39.7995,14.493,10.0447,3.3248,2.42,4.8235,7.5847,14.9445,15.2387,18.1803,18.8345,14.886,10.7071,5.5157,5.1926,BritishColumbia,HumoFerricPodzol,Brown,0.25,Medium,3.2,100,-0.09,-0.09,580,0,0.0311,0.0311,0.0234,0.0234,279.8516,0,139.4785
Farm45,12.818,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,226.796,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3272,0.3272,0.0357,0.0357,1597.1228,0,223.6717
Farm45,50.614,2025,2021,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,3.628744,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.327,0.327,0.0357,0.0357,6306.5044,0,223.6171
Farm45,49.628,2025,2021,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,1,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3269,0.3269,0.0357,0.0357,6183.6488,0,223.5898
